,FFR_2,FFR_3
2051,1.001528,0.988518
2052,1.001549,0.988361
2053,1.001565,0.988239
2054,1.00157,0.988203
2055,1.001238,0.990698
2056,1.001316,0.990107
2057,1.0014,0.989482
2058,1.001483,0.988857
2059,1.001565,0.988241
2060,1.001629,0.987758
2061,1.001687,0.987322
2062,1.001742,0.986906
2063,1.001787,0.986574
2064,1.001822,0.98631
2065,1.001855,0.986056
2066,1.001885,0.985835
2067,1.00191,0.985644
2068,1.00193,0.985494
2069,1.001935,0.985457
2070,1.001489,0.988814
2071,1.001582,0.988108
2072,1.001679,0.987381
2073,1.001778,0.986636
2074,1.001877,0.985893
2075,1.001954,0.985318
2076,1.002021,0.984813
2077,1.002085,0.984333
2078,1.002135,0.983954
2079,1.002175,0.983656
2080,1.002214,0.983365
2081,1.002248,0.983103
2082,1.002279,0.982877
2083,1.002302,0.9827
2084,1.002307,0.982661
2085,1.001744,0.986891
2086,1.001855,0.986062
2087,1.001965,0.985236
2088,1.00208,0.984369
2089,1.002196,0.983495
2090,1.002286,0.982824
2091,1.002362,0.98225
2092,1.002434,0.98171
2093,1.00249,0.981285
2094,1.002534,0.980955
2095,1.002578,0.980629
2096,1.002618,0.980325
2097,1.002653,0.980061
2098,1.002681,0.979854
2099,1.002686,0.979812
2100,1.002004,0.984937
2101,1.002132,0.983976
2102,1.002255,0.983053
2103,1.002387,0.982065
2104,1.002521,0.981056
2105,1.002624,0.980284
2106,1.002709,0.97964
2107,1.002789,0.979042
2108,1.002851,0.978571
2109,1.0029,0.97821
2110,1.002948,0.977848
2111,1.002994,0.977501
2112,1.003035,0.977196
2113,1.003066,0.976957
2114,1.003073,0.976909
2115,1.002268,0.982959
2116,1.002415,0.981854
2117,1.00255,0.980837
2118,1.002697,0.97973
2119,1.00285,0.978583
2120,1.002967,0.977706
2121,1.003062,0.976987
2122,1.003149,0.976333
2123,1.003218,0.975818
2124,1.00327,0.975423
2125,1.003324,0.975023
2126,1.003376,0.974631
2127,1.003422,0.974281
2128,1.003459,0.974008
2129,1.003466,0.97395
2130,1.002533,0.980965
2131,1.002701,0.979701
2132,1.002849,0.97859
2133,1.003012,0.977368
2134,1.003183,0.976082
2135,1.003314,0.975095
2136,1.00342,0.974299
2137,1.003514,0.97359
2138,1.003589,0.97303
2139,1.003647,0.972597
2140,1.003705,0.972156
2141,1.003764,0.971716
2142,1.003817,0.971319
2143,1.003858,0.971007
2144,1.003868,0.970934
2145,1.0028,0.97896
2146,1.002991,0.977523
2147,1.003152,0.976316
2148,1.003329,0.974983
2149,1.003518,0.97356
2150,1.003665,0.972458
2151,1.003782,0.971579
2152,1.003884,0.970815
2153,1.003964,0.970209
2154,1.004027,0.969734
2155,1.004092,0.969248
2156,1.004157,0.968757
2157,1.004217,0.96831
2158,1.004264,0.967954
2159,1.004277,0.96786
2160,1.003068,0.976947
2161,1.003284,0.975322
2162,1.003458,0.974015
2163,1.003649,0.972576
2164,1.003857,0.971017
2165,1.004019,0.9698
2166,1.004147,0.968833
2167,1.004257,0.968013
2168,1.004343,0.96736
2169,1.004413,0.966837
2170,1.004485,0.966299
2171,1.004557,0.965753
2172,1.004624,0.965253
2173,1.004677,0.96485
2174,1.004694,0.964725
2175,1.003337,0.97492
2176,1.00358,0.973098
2177,1.003767,0.971689
2178,1.003973,0.970145
2179,1.004198,0.968453
2180,1.004375,0.967121
2181,1.004516,0.966063
2182,1.004633,0.965186
2183,1.004726,0.964484
2184,1.004803,0.963907
2185,1.004882,0.963311
2186,1.004963,0.962705
2187,1.005037,0.96215
2188,1.005097,0.961694
2189,1.005119,0.96153
2190,1.00361,0.972873
2191,1.00388,0.970839
2192,1.00408,0.96934
2193,1.004299,0.96769
2194,1.004542,0.965868
2195,1.004734,0.964423
2196,1.004887,0.963272
2197,1.005012,0.962335
2198,1.005112,0.961583
2199,1.005197,0.960944
2200,1.005285,0.960284
2201,1.005374,0.959613
2202,1.005456,0.958999
2203,1.005524,0.958485
2204,1.005553,0.95827
2205,1.003886,0.970797
2206,1.004187,0.968536
2207,1.004397,0.96696
2208,1.004629,0.965212
2209,1.004889,0.963259
2210,1.005096,0.961706
2211,1.005261,0.960462
2212,1.005394,0.959462
2213,1.005501,0.958658
2214,1.005595,0.957951
2215,1.005693,0.957218
2216,1.005792,0.956476
2217,1.005881,0.955802
2218,1.005958,0.955224
2219,1.005995,0.954945
2220,1.004167,0.968685
2221,1.004501,0.966176
2222,1.004721,0.964523
2223,1.004962,0.962714
2224,1.00524,0.960621
2225,1.00546,0.958968
2226,1.005638,0.957635
2227,1.005779,0.956568
2228,1.005894,0.955708
2229,1.005998,0.954927
2230,1.006106,0.954112
2231,1.006215,0.953296
2232,1.006313,0.952557
2233,1.0064,0.951908
2234,1.006447,0.95155
2235,1.004453,0.966534
2236,1.004823,0.963757
2237,1.005059,0.961986
2238,1.005296,0.960198
2239,1.005595,0.957954
2240,1.005828,0.956205
2241,1.006016,0.954793
2242,1.006167,0.953653
2243,1.00629,0.952734
2244,1.006404,0.951872
2245,1.006525,0.950968
2246,1.006644,0.950074
2247,1.006751,0.949264
2248,1.006848,0.948537
2249,1.006909,0.948083
2250,1.001005,0.992391
2251,1.001049,0.992057
2252,1.001123,0.991501
2253,1.001192,0.990975
2254,1.001259,0.990472
2255,1.001312,0.990068
2256,1.001362,0.989691
2257,1.001409,0.989338
2258,1.001446,0.989056
2259,1.001477,0.988824
2260,1.001505,0.98861
2261,1.001528,0.988433
2262,1.001549,0.988279
2263,1.001564,0.98816
2264,1.001569,0.988121
2265,1.001293,0.990216
2266,1.001375,0.98959
2267,1.001468,0.988888
2268,1.001558,0.988206
2269,1.001645,0.987548
2270,1.001714,0.987029
2271,1.001776,0.986558
2272,1.001835,0.986113
2273,1.001881,0.985764
2274,1.001918,0.985482
2275,1.001953,0.985215
2276,1.001983,0.984989
2277,1.002009,0.984793
2278,1.002029,0.98464
2279,1.002035,0.984598
2280,1.00161,0.987816
2281,1.00171,0.987055
2282,1.001822,0.986212
2283,1.001933,0.985369
2284,1.002041,0.98455
2285,1.002125,0.983914
2286,1.0022,0.983351
2287,1.00227,0.982822
2288,1.002324,0.982409
2289,1.002367,0.982082
2290,1.002409,0.981765
2291,1.002446,0.981488
2292,1.002477,0.98125
2293,1.002502,0.981061
2294,1.002508,0.981017
2295,1.001933,0.985367
2296,1.002053,0.984462
2297,1.002182,0.983483
2298,1.002315,0.982477
2299,1.002446,0.98149
2300,1.002546,0.980733
2301,1.002632,0.98008
2302,1.002713,0.979469
2303,1.002775,0.978996
2304,1.002824,0.978627
2305,1.002872,0.978262
2306,1.002916,0.977933
2307,1.002953,0.977649
2308,1.002983,0.977424
2309,1.002989,0.977376
2310,1.002261,0.982884
2311,1.002402,0.981823
2312,1.002549,0.980711
2313,1.002703,0.979543
2314,1.002856,0.97838
2315,1.002973,0.977496
2316,1.003072,0.976752
2317,1.003162,0.976064
2318,1.003233,0.975532
2319,1.003287,0.975123
2320,1.003341,0.97471
2321,1.003392,0.974326
2322,1.003436,0.973993
2323,1.003471,0.973728
2324,1.003478,0.973675
2325,1.002592,0.980379
2326,1.002755,0.979151
2327,1.002919,0.977909
2328,1.003095,0.976578
2329,1.003272,0.975234
2330,1.003407,0.974216
2331,1.003517,0.973378
2332,1.003618,0.972616
2333,1.003696,0.972027
2334,1.003756,0.971574
2335,1.003817,0.971113
2336,1.003875,0.970671
2337,1.003926,0.970284
2338,1.003967,0.969976
2339,1.003975,0.969912
2340,1.002924,0.977867
2341,1.003111,0.976456
2342,1.003292,0.975084
2343,1.003489,0.973593
2344,1.003691,0.972064
2345,1.003844,0.970905
2346,1.003968,0.969968
2347,1.004078,0.969133
2348,1.004164,0.968486
2349,1.00423,0.967988
2350,1.004297,0.967474
2351,1.004364,0.966971
2352,1.004423,0.966524
2353,1.00447,0.966169
2354,1.004481,0.966088
2355,1.003255,0.975364
2356,1.003468,0.97375
2357,1.003667,0.972246
2358,1.003885,0.970598
2359,1.004111,0.968882
2360,1.004284,0.967574
2361,1.004422,0.966533
2362,1.004542,0.965625
2363,1.004635,0.96492
2364,1.004708,0.964369
2365,1.004783,0.963797
2366,1.004858,0.963228
2367,1.004926,0.962717
2368,1.00498,0.962309
2369,1.004994,0.962203
2370,1.003583,0.972879
2371,1.003826,0.971043
2372,1.004043,0.969401
2373,1.004281,0.967599
2374,1.004532,0.965696
2375,1.004726,0.964234
2376,1.004878,0.963081
2377,1.005007,0.9621
2378,1.005109,0.961333
2379,1.005189,0.960723
2380,1.005274,0.960086
2381,1.005358,0.959445
2382,1.005435,0.958867
2383,1.005497,0.958398
2384,1.005515,0.958257
2385,1.003909,0.970416
2386,1.004183,0.968343
2387,1.004419,0.966555
2388,1.004677,0.964601
2389,1.004953,0.962513
2390,1.005167,0.960891
2391,1.005335,0.959621
2392,1.005475,0.958565
2393,1.005584,0.957734
2394,1.005674,0.957055
2395,1.005768,0.956344
2396,1.005863,0.955626
2397,1.005949,0.954976
2398,1.00602,0.954439
2399,1.006045,0.954251
2400,1.004232,0.967972
2401,1.004538,0.965652
2402,1.004794,0.963715
2403,1.005072,0.961608
2404,1.005373,0.959337
2405,1.005608,0.957553
2406,1.005792,0.95616
2407,1.005942,0.955026
2408,1.006061,0.954128
2409,1.006161,0.953369
2410,1.006266,0.952575
2411,1.006372,0.951772
2412,1.006468,0.951046
2413,1.006549,0.950434
2414,1.006582,0.950184
2415,1.004554,0.965536
2416,1.004895,0.962954
2417,1.005168,0.960885
2418,1.005467,0.958624
2419,1.005791,0.956169
2420,1.006048,0.954224
2421,1.006249,0.952704
2422,1.00641,0.951488
2423,1.006538,0.950518
2424,1.00665,0.94967
2425,1.006767,0.948781
2426,1.006886,0.947886
2427,1.006992,0.947079
2428,1.007084,0.946384
2429,1.007127,0.946055
2430,1.004876,0.963095
2431,1.005255,0.96023
2432,1.005542,0.958057
2433,1.005859,0.955653
2434,1.006208,0.95301
2435,1.006486,0.950908
2436,1.006704,0.949259
2437,1.006876,0.947956
2438,1.007015,0.946908
2439,1.00714,0.94596
2440,1.007271,0.944965
2441,1.007403,0.94397
2442,1.007521,0.943078
2443,1.007625,0.94229
2444,1.007681,0.941863
2445,1.005201,0.960639
2446,1.00562,0.957463
2447,1.00592,0.955191
2448,1.006249,0.952703
2449,1.006624,0.949862
2450,1.006923,0.947605
2451,1.007157,0.945831
2452,1.007342,0.944432
2453,1.007491,0.943302
2454,1.007631,0.942244
2455,1.007778,0.941129
2456,1.007924,0.940028
2457,1.008054,0.939045
2458,1.008171,0.938154
2459,1.008244,0.937606
2460,1.005527,0.958169
2461,1.005993,0.954645
2462,1.006313,0.952219
2463,1.006636,0.949778
2464,1.00704,0.94672
2465,1.007357,0.944317
2466,1.007607,0.942427
2467,1.007805,0.940924
2468,1.007967,0.939702
2469,1.008122,0.938524
2470,1.008287,0.937277
2471,1.008447,0.936066
2472,1.00859,0.934983
2473,1.008723,0.933975
2474,1.008815,0.933282
2475,1.001272,0.990263
2476,1.001312,0.989955
2477,1.001406,0.989235
2478,1.001495,0.988558
2479,1.001578,0.987916
2480,1.001645,0.987404
2481,1.001707,0.986932
2482,1.001764,0.986496
2483,1.001809,0.986153
2484,1.001845,0.985871
2485,1.001879,0.985611
2486,1.001907,0.985397
2487,1.001932,0.985211
2488,1.001951,0.985066
2489,1.001956,0.985022
2490,1.001615,0.987634
2491,1.001717,0.986852
2492,1.001836,0.985945
2493,1.001951,0.985067
2494,1.00206,0.984229
2495,1.002146,0.983572
2496,1.002223,0.982983
2497,1.002294,0.982435
2498,1.00235,0.982009
2499,1.002394,0.981668
2500,1.002437,0.981343
2501,1.002473,0.98107
2502,1.002504,0.980832
2503,1.002528,0.980645
2504,1.002534,0.980598
2505,1.002009,0.984622
2506,1.002132,0.983675
2507,1.002274,0.982588
2508,1.002416,0.981506
2509,1.002552,0.980463
2510,1.002657,0.97966
2511,1.002749,0.978956
2512,1.002834,0.978303
2513,1.0029,0.9778
2514,1.002951,0.977404
2515,1.003002,0.977018
2516,1.003046,0.976682
2517,1.003084,0.976392
2518,1.003114,0.976162
2519,1.00312,0.976112
2520,1.002408,0.981564
2521,1.002555,0.980442
2522,1.002719,0.979183
2523,1.002888,0.977893
2524,1.003051,0.976638
2525,1.003176,0.975681
2526,1.003283,0.974863
2527,1.003382,0.974111
2528,1.003457,0.973535
2529,1.003515,0.973088
2530,1.003573,0.972643
2531,1.003626,0.972241
2532,1.003671,0.971895
2533,1.003707,0.971619
2534,1.003714,0.971564
2535,1.002811,0.978482
2536,1.002981,0.977174
2537,1.003168,0.975745
2538,1.003364,0.974247
2539,1.003557,0.972771
2540,1.003703,0.971654
2541,1.003824,0.970721
2542,1.003935,0.969874
2543,1.004019,0.969227
2544,1.004084,0.968729
2545,1.004151,0.968223
2546,1.004212,0.967753
2547,1.004265,0.967345
2548,1.004308,0.96702
2549,1.004316,0.966957
2550,1.003213,0.975399
2551,1.003411,0.973889
2552,1.003619,0.972293
2553,1.003842,0.970588
2554,1.004064,0.968883
2555,1.004232,0.967596
2556,1.00437,0.966545
2557,1.004493,0.965605
2558,1.004586,0.964888
2559,1.004658,0.964337
2560,1.004733,0.963768
2561,1.004804,0.963224
2562,1.004866,0.962748
2563,1.004915,0.962368
2564,1.004925,0.96229
2565,1.003613,0.972339
2566,1.003839,0.970607
2567,1.004069,0.968844
2568,1.004319,0.966934
2569,1.004573,0.964993
2570,1.004764,0.963526
2571,1.004918,0.962351
2572,1.005052,0.96132
2573,1.005155,0.960532
2574,1.005235,0.959921
2575,1.005318,0.959283
2576,1.0054,0.95866
2577,1.005471,0.95811
2578,1.005529,0.957669
2579,1.005542,0.957568
2580,1.004007,0.969325
2581,1.004265,0.967349
2582,1.004518,0.965412
2583,1.004794,0.963298
2584,1.005079,0.961119
2585,1.005295,0.959463
2586,1.005466,0.958155
2587,1.005612,0.957033
2588,1.005725,0.956171
2589,1.005814,0.955492
2590,1.005907,0.954778
2591,1.005999,0.954069
2592,1.006082,0.953439
2593,1.006148,0.952928
2594,1.006166,0.952792
2595,1.004392,0.966376
2596,1.004685,0.964134
2597,1.004962,0.962011
2598,1.005264,0.959696
2599,1.00558,0.957276
2600,1.005823,0.95542
2601,1.006012,0.953972
2602,1.006171,0.952757
2603,1.006293,0.951818
2604,1.006392,0.951059
2605,1.006497,0.950259
2606,1.006602,0.949456
2607,1.006695,0.94874
2608,1.006772,0.948151
2609,1.006797,0.947965
2610,1.004768,0.963499
2611,1.005097,0.960976
2612,1.0054,0.958654
2613,1.005729,0.956136
2614,1.006077,0.953475
2615,1.006346,0.951412
2616,1.006555,0.949815
2617,1.006726,0.948506
2618,1.00686,0.947483
2619,1.006971,0.946632
2620,1.007088,0.945733
2621,1.007206,0.944829
2622,1.007312,0.944019
2623,1.0074,0.943342
2624,1.007433,0.94309
2625,1.005134,0.960691
2626,1.005502,0.957879
2627,1.005831,0.955355
2628,1.006187,0.95263
2629,1.006566,0.949728
2630,1.006864,0.947451
2631,1.007093,0.945696
2632,1.007277,0.944288
2633,1.007422,0.943177
2634,1.007547,0.942219
2635,1.007679,0.941208
2636,1.007812,0.940192
2637,1.00793,0.939284
2638,1.008032,0.938507
2639,1.008076,0.938168
2640,1.005494,0.957938
2641,1.005901,0.954823
2642,1.006254,0.952123
2643,1.006637,0.949187
2644,1.007048,0.94604
2645,1.007374,0.943547
2646,1.007624,0.941629
2647,1.007822,0.940114
2648,1.00798,0.938907
2649,1.008121,0.937828
2650,1.00827,0.936688
2651,1.008418,0.935551
2652,1.00855,0.934538
2653,1.008666,0.93365
2654,1.008725,0.9332
2655,1.005849,0.955223
2656,1.006299,0.951778
2657,1.006668,0.948949
2658,1.007077,0.945819
2659,1.007521,0.942418
2660,1.007875,0.939708
2661,1.008147,0.937623
2662,1.00836,0.935993
2663,1.008532,0.934681
2664,1.008691,0.933465
2665,1.008858,0.932181
2666,1.009024,0.930912
2667,1.009171,0.929788
2668,1.009303,0.928774
2669,1.00938,0.928187
2670,1.0062,0.952534
2671,1.006699,0.948715
2672,1.007083,0.945774
2673,1.007506,0.942537
2674,1.007985,0.938866
2675,1.008367,0.935941
2676,1.008661,0.93369
2677,1.008891,0.931934
2678,1.009077,0.930506
2679,1.009256,0.929139
2680,1.009444,0.927693
2681,1.009629,0.926284
2682,1.009791,0.925038
2683,1.009942,0.923883
2684,1.010041,0.923129
2685,1.006547,0.949876
2686,1.007103,0.945623
2687,1.007511,0.942498
2688,1.007922,0.939349
2689,1.00844,0.935383
2690,1.008849,0.932251
2691,1.009164,0.929842
2692,1.009412,0.927944
2693,1.009615,0.92639
2694,1.009815,0.924857
2695,1.010027,0.92323
2696,1.010231,0.921675
2697,1.010411,0.920295
2698,1.010583,0.91898
2699,1.010707,0.918023
2700,1.001503,0.988322
2701,1.001601,0.987559
2702,1.001717,0.986659
2703,1.001826,0.985814
2704,1.001928,0.985022
2705,1.002009,0.984391
2706,1.002083,0.983814
2707,1.002151,0.983288
2708,1.002204,0.982876
2709,1.002247,0.98254
2710,1.002287,0.98223
2711,1.00232,0.981975
2712,1.002348,0.981753
2713,1.002371,0.98158
2714,1.002377,0.981528
2715,1.001969,0.984699
2716,1.002093,0.983742
2717,1.002238,0.98261
2718,1.002379,0.981517
2719,1.002512,0.980484
2720,1.002616,0.979677
2721,1.002708,0.978957
2722,1.002793,0.978296
2723,1.002859,0.977787
2724,1.002911,0.97738
2725,1.002961,0.976993
2726,1.003003,0.976667
2727,1.003039,0.976384
2728,1.003068,0.97616
2729,1.003075,0.976105
2730,1.002445,0.981001
2731,1.002594,0.979848
2732,1.002768,0.978495
2733,1.002941,0.977151
2734,1.003106,0.975869
2735,1.003233,0.974881
2736,1.003343,0.974022
2737,1.003445,0.973235
2738,1.003522,0.972634
2739,1.003583,0.972163
2740,1.003642,0.971702
2741,1.003693,0.971302
2742,1.003738,0.970956
2743,1.003773,0.970681
2744,1.003781,0.970623
2745,1.002926,0.977263
2746,1.003101,0.975906
2747,1.003303,0.97434
2748,1.003508,0.972742
2749,1.003707,0.971201
2750,1.003858,0.970026
2751,1.003986,0.969029
2752,1.004103,0.968123
2753,1.004191,0.967436
2754,1.00426,0.966903
2755,1.004328,0.96637
2756,1.00439,0.965891
2757,1.004443,0.965478
2758,1.004486,0.965147
2759,1.004494,0.965084
2760,1.003408,0.97352
2761,1.003611,0.971943
2762,1.003839,0.970171
2763,1.004078,0.968318
2764,1.004311,0.966507
2765,1.004487,0.965138
2766,1.004633,0.964001
2767,1.004765,0.96298
2768,1.004864,0.962209
2769,1.00494,0.961615
2770,1.005018,0.961008
2771,1.005091,0.960445
2772,1.005153,0.959958
2773,1.005204,0.959568
2774,1.005213,0.959494
2775,1.003886,0.969803
2776,1.00412,0.967991
2777,1.004374,0.966014
2778,1.004645,0.963907
2779,1.004914,0.961818
2780,1.005117,0.960241
2781,1.005282,0.95896
2782,1.005428,0.957828
2783,1.005538,0.956973
2784,1.005623,0.956313
2785,1.005711,0.955628
2786,1.005795,0.954975
2787,1.005868,0.954406
2788,1.005927,0.953949
2789,1.005939,0.953858
2790,1.004357,0.966149
2791,1.004623,0.964081
2792,1.004904,0.961896
2793,1.005208,0.959537
2794,1.005514,0.957159
2795,1.005745,0.955363
2796,1.005929,0.95393
2797,1.006089,0.952688
2798,1.00621,0.951748
2799,1.006305,0.951014
2800,1.006404,0.950243
2801,1.006501,0.949492
2802,1.006585,0.948833
2803,1.006654,0.948302
2804,1.006669,0.948181
2805,1.004814,0.962594
2806,1.005117,0.960245
2807,1.005426,0.95784
2808,1.005762,0.955229
2809,1.006106,0.952559
2810,1.006367,0.950529
2811,1.006572,0.948935
2812,1.006746,0.947584
2813,1.006879,0.946554
2814,1.006984,0.945734
2815,1.007096,0.944867
2816,1.007206,0.944008
2817,1.007304,0.943251
2818,1.007383,0.942635
2819,1.007404,0.94247
2820,1.005255,0.959166
2821,1.005597,0.956512
2822,1.005937,0.953871
2823,1.006306,0.951007
2824,1.006688,0.948039
2825,1.00698,0.945763
2826,1.007208,0.943996
2827,1.007396,0.942533
2828,1.007541,0.941408
2829,1.007659,0.940487
2830,1.007785,0.93951
2831,1.007911,0.938535
2832,1.008022,0.937671
2833,1.008114,0.936958
2834,1.008143,0.936729
2835,1.005679,0.955879
2836,1.006061,0.952909
2837,1.006434,0.95001
2838,1.006836,0.946888
2839,1.007256,0.943619
2840,1.007583,0.941084
2841,1.007834,0.939135
2842,1.008037,0.937556
2843,1.008195,0.936327
2844,1.008329,0.935288
2845,1.00847,0.934186
2846,1.008613,0.933082
2847,1.008738,0.932104
2848,1.008844,0.93128
2849,1.008885,0.930965
2850,1.006084,0.952729
2851,1.006507,0.94944
2852,1.006914,0.946281
2853,1.00735,0.942892
2854,1.00781,0.939317
2855,1.008171,0.936512
2856,1.008447,0.93437
2857,1.008666,0.932669
2858,1.008838,0.931328
2859,1.00899,0.930151
2860,1.00915,0.928904
2861,1.00931,0.92766
2862,1.009452,0.92656
2863,1.009574,0.92561
2864,1.009629,0.925182
2865,1.006474,0.9497
2866,1.00694,0.946081
2867,1.007374,0.942702
2868,1.007846,0.939037
2869,1.008347,0.935147
2870,1.008744,0.932064
2871,1.009045,0.92972
2872,1.009281,0.927887
2873,1.00947,0.926422
2874,1.009641,0.925088
2875,1.009823,0.923676
2876,1.010003,0.922278
2877,1.010161,0.921048
2878,1.010302,0.919955
2879,1.010376,0.919383
2880,1.00685,0.946773
2881,1.007363,0.942788
2882,1.007818,0.939259
2883,1.008322,0.935342
2884,1.008865,0.931122
2885,1.009298,0.927755
2886,1.009627,0.925202
2887,1.009881,0.923224
2888,1.010087,0.921622
2889,1.010282,0.920111
2890,1.010488,0.918512
2891,1.010689,0.916947
2892,1.010866,0.915576
2893,1.011027,0.914322
2894,1.011124,0.91357
2895,1.007216,0.943935
2896,1.007784,0.939519
2897,1.008254,0.935871
2898,1.008774,0.931826
2899,1.009363,0.927252
2900,1.009833,0.923598
2901,1.010189,0.920836
2902,1.010464,0.918694
2903,1.01069,0.91694
2904,1.01091,0.91523
2905,1.011143,0.913421
2906,1.011367,0.911679
2907,1.011564,0.910153
2908,1.011748,0.908718
2909,1.011873,0.907745
2910,1.007568,0.941195
2911,1.008204,0.936254
2912,1.008701,0.932398
2913,1.009203,0.928496
2914,1.009841,0.923535
2915,1.010347,0.919604
2916,1.010729,0.916636
2917,1.011028,0.914311
2918,1.011276,0.912387
2919,1.011524,0.910459
2920,1.011787,0.908415
2921,1.012035,0.906488
2922,1.012254,0.90479
2923,1.012465,0.903145
2924,1.012625,0.901907
2925,1.001801,0.98577
2926,1.001918,0.984842
2927,1.002057,0.983744
2928,1.002187,0.982718
2929,1.002308,0.981762
2930,1.002404,0.980999
2931,1.002492,0.980308
2932,1.002571,0.979684
2933,1.002632,0.979199
2934,1.002682,0.978803
2935,1.002729,0.978438
2936,1.002767,0.978138
2937,1.002799,0.977877
2938,1.002826,0.977671
2939,1.002834,0.977606
2940,1.002359,0.981359
2941,1.002505,0.980204
2942,1.002679,0.978827
2943,1.002847,0.977503
2944,1.003004,0.97626
2945,1.003127,0.975286
2946,1.003237,0.974424
2947,1.003336,0.973641
2948,1.003411,0.973042
2949,1.003472,0.972563
2950,1.00353,0.972107
2951,1.003578,0.971724
2952,1.00362,0.971392
2953,1.003654,0.971127
2954,1.003662,0.971059
2955,1.002927,0.976873
2956,1.003102,0.975489
2957,1.00331,0.973846
2958,1.003515,0.972221
2959,1.00371,0.970682
2960,1.00386,0.969494
2961,1.00399,0.968466
2962,1.004108,0.967534
2963,1.004198,0.966828
2964,1.004268,0.966274
2965,1.004336,0.965732
2966,1.004396,0.965262
2967,1.004447,0.964856
2968,1.004489,0.96453
2969,1.004498,0.964459
2970,1.003499,0.972353
2971,1.003704,0.970733
2972,1.003944,0.968837
2973,1.004188,0.966908
2974,1.004421,0.965063
2975,1.004599,0.963654
2976,1.00475,0.962462
2977,1.004886,0.961389
2978,1.004988,0.960582
2979,1.005067,0.959957
2980,1.005147,0.959329
2981,1.005218,0.958766
2982,1.005279,0.958281
2983,1.005329,0.957891
2984,1.005338,0.957815
2985,1.004069,0.967847
2986,1.004305,0.965977
2987,1.004576,0.963835
2988,1.004859,0.961604
2989,1.005133,0.959441
2990,1.00534,0.9578
2991,1.005512,0.956442
2992,1.005665,0.955235
2993,1.005779,0.954329
2994,1.005868,0.953632
2995,1.005958,0.952916
2996,1.006042,0.952253
2997,1.006114,0.951682
2998,1.006173,0.951222
2999,1.006184,0.951135
3000,1.004631,0.963401
3001,1.004902,0.961265
3002,1.005203,0.958881
3003,1.005524,0.956347
3004,1.005839,0.953854
3005,1.006078,0.951969
3006,1.006272,0.950439
3007,1.006441,0.949102
3008,1.006568,0.948098
3009,1.006666,0.947322
3010,1.006769,0.946512
3011,1.006866,0.945742
3012,1.006951,0.945074
3013,1.007019,0.944536
3014,1.007032,0.944429
3015,1.00518,0.959068
3016,1.005486,0.956644
3017,1.00582,0.954011
3018,1.006178,0.951176
3019,1.006537,0.948343
3020,1.006808,0.946197
3021,1.007025,0.944487
3022,1.00721,0.943021
3023,1.00735,0.941917
3024,1.00746,0.941051
3025,1.007575,0.940137
3026,1.007688,0.939249
3027,1.007786,0.938475
3028,1.007865,0.93785
3029,1.007883,0.937708
3030,1.005707,0.954897
3031,1.006054,0.952161
3032,1.006421,0.949262
3033,1.006818,0.946125
3034,1.00722,0.942944
3035,1.007527,0.94052
3036,1.007768,0.938618
3037,1.007969,0.937023
3038,1.008123,0.935812
3039,1.008245,0.934842
3040,1.008376,0.933811
3041,1.008505,0.932794
3042,1.008617,0.931902
3043,1.008709,0.931176
3044,1.008734,0.930982
3045,1.006209,0.950932
3046,1.006598,0.947861
3047,1.007002,0.94467
3048,1.007437,0.941227
3049,1.007885,0.937689
3050,1.008229,0.934969
3051,1.008496,0.932864
3052,1.008714,0.931136
3053,1.008882,0.929811
3054,1.009021,0.928716
3055,1.009168,0.927551
3056,1.009315,0.926392
3057,1.009444,0.925374
3058,1.00955,0.924532
3059,1.009584,0.924261
3060,1.006682,0.947193
3061,1.007114,0.943781
3062,1.007558,0.940272
3063,1.008034,0.936511
3064,1.008528,0.932609
3065,1.008912,0.929576
3066,1.009206,0.927253
3067,1.009442,0.925388
3068,1.009625,0.923938
3069,1.009782,0.922696
3070,1.00995,0.921375
3071,1.010116,0.92006
3072,1.010262,0.918905
3073,1.010386,0.917929
3074,1.010433,0.917553
3075,1.007127,0.94368
3076,1.007601,0.939932
3077,1.008086,0.936103
3078,1.008604,0.932009
3079,1.009145,0.927731
3080,1.009571,0.924368
3081,1.009894,0.921814
3082,1.010149,0.919803
3083,1.01035,0.918213
3084,1.010529,0.9168
3085,1.010718,0.9153
3086,1.010906,0.913813
3087,1.011071,0.912512
3088,1.011214,0.911383
3089,1.011279,0.910868
3090,1.007545,0.940374
3091,1.008063,0.936285
3092,1.008581,0.93219
3093,1.009143,0.927749
3094,1.009734,0.923079
3095,1.010203,0.919371
3096,1.010557,0.916573
3097,1.010832,0.914401
3098,1.011053,0.912658
3099,1.011257,0.911047
3100,1.011472,0.909342
3101,1.011684,0.907667
3102,1.011869,0.906207
3103,1.012034,0.904904
3104,1.012122,0.904209
3105,1.00794,0.937254
3106,1.008507,0.932778
3107,1.009046,0.928518
3108,1.009647,0.923762
3109,1.010291,0.918674
3110,1.010806,0.914607
3111,1.011192,0.911556
3112,1.01149,0.909205
3113,1.011732,0.907288
3114,1.011964,0.905453
3115,1.01221,0.903515
3116,1.012448,0.901635
3117,1.012654,0.900004
3118,1.012844,0.898502
3119,1.01296,0.897583
3120,1.008313,0.934309
3121,1.00894,0.929353
3122,1.009494,0.924976
3123,1.010114,0.920072
3124,1.010816,0.914532
3125,1.011377,0.910097
